name,owner,language,size,updated_on,created_on,scm
descend empties,Ry4an,,9997,2012-06-24T18:19:28.529110+00:00,2008-10-24T04:12:43.617811+00:00,hg
tvscrap,enlavin,,218750,2013-07-22T21:53:49.052002+00:00,2008-10-24T09:19:26.901557+00:00,hg
ffstats,sacker,,433840,2012-06-24T18:19:30.374409+00:00,2008-10-24T12:02:34.872327+00:00,hg
transmission_supervisor,blueluna,,56699,2011-09-17T04:11:46.712048+00:00,2008-10-24T19:11:42.212941+00:00,hg
haskbot,Moebus,,14727,2012-06-24T18:19:50.514048+00:00,2008-10-24T21:51:13.013176+00:00,hg
DelSys_EMG_Tools,mbsullivan,,114068,2012-06-24T18:19:53.270954+00:00,2008-10-24T22:46:02.620599+00:00,hg
Robin's Fork,rlpowell,,1708975,2011-09-16T22:51:50.146628+00:00,2008-10-25T01:31:35.782889+00:00,hg
aarddict,itkach,,12704305,2012-06-24T18:20:03.156616+00:00,2008-10-25T04:11:35.766565+00:00,hg
aardtools,itkach,,3554465,2011-09-17T08:00:40.665646+00:00,2008-10-25T04:15:46.716608+00:00,hg
Hadopi,bboissin,,438936,2012-06-24T18:20:10.348537+00:00,2008-10-25T11:19:31.563347+00:00,hg
hgforest-crew,pmezard,,111313,2011-09-17T06:31:56.888837+00:00,2008-10-25T13:07:43.227083+00:00,hg
fabetris,fabe,c++,2076273,2014-02-05T20:35:37.728540+00:00,2008-10-25T16:27:44.655117+00:00,hg
drupal6-old,k4ml,,8850774,2012-06-24T18:20:31.250920+00:00,2008-10-26T03:46:44.968703+00:00,hg
django-oauth,david,,117435,2011-09-16T23:19:27.600669+00:00,2008-10-26T10:38:32.420501+00:00,hg
mercurial,mirror,,67196661,2014-07-15T06:00:13.209995+00:00,2008-10-26T10:46:24.253933+00:00,hg
django-storages,david,python,504306,2014-07-13T09:55:56.137540+00:00,2008-10-26T10:52:36.929863+00:00,hg
django-portablecontacts,david,,67321,2012-06-24T18:20:38.135150+00:00,2008-10-26T12:26:13.054603+00:00,hg
oauth,mirror,,36162041,2011-09-30T01:07:17.313160+00:00,2008-10-26T13:00:55.999847+00:00,hg
PGame,tonyzale,,33152,2012-06-24T18:20:39.364245+00:00,2008-10-26T14:29:15.305000+00:00,hg
giag,comete,python,803320,2013-09-15T09:12:57.257690+00:00,2008-10-26T20:05:44.774628+00:00,hg
Presentations,aterrel,,41883680,2013-09-23T16:02:37.907532+00:00,2008-10-26T20:31:33.262683+00:00,hg
hg-chart-extension,Ry4an,,18773,2012-02-10T05:07:01.928576+00:00,2008-10-27T03:45:33.803599+00:00,hg
hourstrackerrb,danramteke,,122339,2012-06-24T18:20:42.284335+00:00,2008-10-27T05:13:09.841542+00:00,hg
test,Roshan,,8825142,2012-06-24T18:20:44.769295+00:00,2008-10-27T07:19:33.534390+00:00,hg
BBComposer,nfroidure,,1434222,2012-06-24T18:20:50.130240+00:00,2008-10-27T08:49:24.739099+00:00,hg
dolfin-nonNewtonian,aterrel,,17177027,2012-06-24T18:20:55.042726+00:00,2008-10-27T10:20:17.016218+00:00,hg
LIME,pjotr,,7903212,2012-06-24T18:21:04.767809+00:00,2008-10-27T13:03:35.385683+00:00,hg
setup-prefix,ursm,,6217,2012-06-24T18:21:06.201133+00:00,2008-10-27T14:08:40.024547+00:00,hg
Czech translation for IPB,TomasLinhart,,505376,2012-03-10T11:10:06.059304+00:00,2008-10-27T16:25:49.499939+00:00,hg
wl-goodies,buzztaiki,,35381,2012-06-24T18:21:06.716825+00:00,2008-10-27T18:09:16.601115+00:00,hg
bb-ciavc,jek,,7289,2012-06-24T18:21:07.616357+00:00,2008-10-27T19:58:44.204206+00:00,hg
mercurial/crew/tonfa/http,bboissin,,12197168,2011-09-08T21:10:19.069477+00:00,2008-10-27T20:16:35.009792+00:00,hg
lakeonaz,jeffbowman,,766482,2012-06-24T18:21:08.552760+00:00,2008-10-28T03:42:52.810637+00:00,hg
webpy-tutorial,metaperl,,4827,2012-06-24T18:21:09.132469+00:00,2008-10-28T04:40:36.707365+00:00,hg
translate,fuse,,9755,2012-06-24T18:21:09.729582+00:00,2008-10-28T13:49:18.914708+00:00,hg
grandtrunk,klossalex,,12733,2012-06-24T18:21:10.263029+00:00,2008-10-28T13:56:04.771993+00:00,hg
Acts_as_nice_url,Bounga,ruby,34477,2012-06-24T18:21:11.034841+00:00,2008-10-28T14:23:39+00:00,hg
oxm-stream,gdefacci,,3053,2012-06-24T18:21:11.469593+00:00,2008-10-28T15:59:43.070000+00:00,hg
Renamer,Bounga,ruby,67994,2012-06-24T18:21:12.265863+00:00,2008-10-28T16:02:24.418335+00:00,hg
Config Files,Bounga,shell,122241,2014-03-21T09:04:57.959235+00:00,2008-10-28T16:27:44.491837+00:00,hg
Docs,Bounga,,4496698,2012-06-24T18:21:14.222953+00:00,2008-10-28T16:40:00.351344+00:00,hg
Flash Helper,Bounga,ruby,71975,2012-08-17T13:13:24.219855+00:00,2008-10-28T16:57:19.991514+00:00,hg
Patches,Bounga,,9908,2012-06-24T18:21:15.611619+00:00,2008-10-28T17:15:17.249380+00:00,hg
Scripts,Bounga,,26944,2011-09-17T06:01:09.644972+00:00,2008-10-28T17:22:36.057201+00:00,hg
fn,fengb,,134110,2012-06-24T18:21:19.709208+00:00,2008-10-28T20:19:00.958013+00:00,hg
fg,PEEM1,,3074,2012-06-24T18:21:20.301380+00:00,2008-10-29T00:45:13.145661+00:00,hg
m mg ,PEEM1,,3088,2012-06-24T18:21:20.727463+00:00,2008-10-29T00:51:39.729396+00:00,hg
Error Lookup Tool,boredzo,,28896,2012-06-24T18:21:21.249590+00:00,2008-10-29T05:41:15.288425+00:00,hg
clipath,sanxiyn,,4220,2012-06-24T18:21:21.817821+00:00,2008-10-29T07:14:07.779611+00:00,hg
Test,koliksoftware,,3099,2012-06-24T18:21:40.097614+00:00,2008-10-29T11:09:50.571419+00:00,hg
flashing_middleware,zepolen,,6199,2012-06-24T18:21:47.473394+00:00,2008-10-29T20:50:13.245985+00:00,hg
scalaparsers,mbana,,1077100,2012-06-24T18:21:50.601146+00:00,2008-10-29T21:01:22.274920+00:00,hg
Fatal Wounds,chaosdragon07,,3133,2012-06-24T18:21:51.454822+00:00,2008-10-29T22:10:35.595875+00:00,hg
lambdooz,fengb,,45517,2012-06-24T18:21:52.108962+00:00,2008-10-30T01:29:25.093152+00:00,hg
agro,camflan,,45457,2012-06-24T18:22:02.429142+00:00,2008-10-30T06:02:07.849292+00:00,hg
LIME-GUI,mazaninfardi,,3112,2012-06-24T18:22:02.859958+00:00,2008-10-30T08:38:05.588018+00:00,hg
LIME-Eclipse,mazaninfardi,,1146318,2012-06-30T21:05:49.278316+00:00,2008-10-30T08:41:28.293946+00:00,hg
Atheneum,xkenneth,,6128,2012-06-24T18:22:08.903052+00:00,2008-10-30T17:09:54.820047+00:00,hg
KGen,nfroidure,,122490,2012-06-24T18:22:28.339209+00:00,2008-10-31T08:00:18.168719+00:00,hg
Clojure-spec,BestFriendChris,,44594,2012-06-24T18:22:29.047435+00:00,2008-10-31T08:16:56.944408+00:00,hg
recursivator,sandos,,9564,2012-06-24T18:22:29.674781+00:00,2008-10-31T10:46:10.558774+00:00,hg
monthcalendartoplist,daks,,10428,2012-06-24T18:22:30.171345+00:00,2008-10-31T11:51:49.264566+00:00,hg
Public,sanjay_kumbhar,,3110,2012-06-24T18:22:30.935727+00:00,2008-10-31T13:33:16.818673+00:00,hg
xenmonit,daks,,7767,2012-06-24T18:22:31.649346+00:00,2008-10-31T13:35:29.966101+00:00,hg
dist_webbshop,mazzer,,66734,2012-06-24T18:22:32.863539+00:00,2008-10-31T16:57:27.644980+00:00,hg
Watch my site,tuxella,,3117,2012-06-24T18:22:33.380623+00:00,2008-10-31T19:53:52.893135+00:00,hg
hgchart,mg,,315582,2013-07-25T09:01:39.931556+00:00,2008-10-31T20:07:57.166303+00:00,hg
dvd-shelf,Moebus,,78219,2012-06-24T18:22:33.972376+00:00,2008-10-31T20:50:22.541241+00:00,hg
aHg,agriggio,,244092,2014-08-18T08:30:38.107058+00:00,2008-11-01T13:09:52.316016+00:00,hg
iBank Reports,alt_mattr,,4663,2012-06-24T18:22:35.300563+00:00,2008-11-01T17:56:47.094740+00:00,hg
siam,Phlogistique,,33431,2012-06-24T18:23:12.406922+00:00,2008-11-02T14:16:37.952903+00:00,hg
sphinx,birkenfeld,python,35431896,2014-09-17T12:14:18.010030+00:00,2008-11-02T19:24:00.152024+00:00,hg
gepnet,Sogartar,,86867,2011-09-17T08:59:31.562271+00:00,2008-11-03T09:13:06.269758+00:00,hg
test,n1k0,,3737,2012-06-24T18:23:13.838512+00:00,2008-11-03T09:29:16.568737+00:00,hg
my,kokosabu,,30820,2012-06-24T18:23:14.865033+00:00,2008-11-03T12:59:41.743573+00:00,hg
sphinx-autosummary,percious,,5870510,2012-06-24T18:23:25.563789+00:00,2008-11-03T23:29:55.469292+00:00,hg
kestrel-forth,kc5tja,,55819,2012-06-24T18:23:27.105046+00:00,2008-11-03T23:43:10.605960+00:00,hg
Growl Version Detective,boredzo,,161055,2012-06-24T18:23:27.868728+00:00,2008-11-03T23:48:51.512881+00:00,hg
kestrel-emu,kc5tja,,49430,2012-06-24T18:23:28.656667+00:00,2008-11-04T00:00:41.730123+00:00,hg
lib65816,kc5tja,,48100,2012-06-24T18:23:29.220147+00:00,2008-11-04T00:04:25.232363+00:00,hg
tonfa/sphinx,bboissin,,6663085,2011-09-17T07:18:51.033918+00:00,2008-11-04T01:31:17.003298+00:00,hg
jphpunit,doubleface,,241717,2012-06-24T18:24:20.641587+00:00,2008-11-04T06:23:37.589102+00:00,hg
DelphiXMLTest,tooooooby,,1209850,2012-06-24T18:24:33.531262+00:00,2008-11-04T09:00:34.511685+00:00,hg
orf08moxa,shokai,,21429,2012-06-24T18:24:34.115390+00:00,2008-11-04T09:59:00.595152+00:00,hg
byron,jlg,python,50055,2013-02-24T00:56:42.542313+00:00,2008-11-04T13:20:11.397436+00:00,hg
misc,suhara,,3028,2012-06-24T18:24:48.325619+00:00,2008-11-04T16:55:07.856085+00:00,hg
Spip Typo,nfroidure,,53568,2012-06-24T18:24:49.236262+00:00,2008-11-04T17:29:13.706158+00:00,hg
QtCaml,ninoo,,6488,2012-06-24T18:24:49.875898+00:00,2008-11-04T18:24:15.086523+00:00,hg
redick,metaperl,,820476,2012-06-24T18:24:52.755065+00:00,2008-11-04T20:22:36.846332+00:00,hg
raste,ahoka,,185053,2011-09-17T04:47:39.510107+00:00,2008-11-04T22:48:48.281521+00:00,hg
win-django,johzan,,3106,2012-06-24T18:24:53.837657+00:00,2008-11-05T00:39:57.296335+00:00,hg
ValaCV,StefanZimmermann,,14443,2012-06-24T18:24:54.683478+00:00,2008-11-05T12:17:31.218163+00:00,hg
sandbox,DaveBaum,,4830,2011-09-17T08:48:25.744617+00:00,2008-11-05T20:20:52.591610+00:00,hg
sandbox2,DaveBaum,,4126,2011-09-17T08:48:25.764095+00:00,2008-11-05T20:24:20.876574+00:00,hg
authorize,adroll,,113348,2011-09-17T00:38:36.567708+00:00,2008-11-06T01:03:27.090605+00:00,hg
Test,leachim6,,4161,2012-06-24T18:25:16.132203+00:00,2008-11-06T01:05:30.095065+00:00,hg
ali'srepo,alipa,,3094,2012-06-24T18:25:16.588195+00:00,2008-11-06T01:06:20.162144+00:00,hg
dotfiles,number5,,63239,2012-06-24T18:25:20.082015+00:00,2008-11-06T05:37:14.062506+00:00,hg
MD ESW 2009,ArneBab,,41837,2012-06-24T18:25:20.642829+00:00,2008-11-06T09:46:56.233904+00:00,hg
CellML models workspace 1,planuto,,23043,2012-06-24T18:25:21.110628+00:00,2008-11-06T10:05:45.681434+00:00,hg
weblocks-site,skypher,,438302,2012-06-24T18:25:22.408545+00:00,2008-11-06T10:20:38.199918+00:00,hg
niche-hgutil,spiralhead,,119251,2012-06-24T18:25:25.277344+00:00,2008-11-07T00:05:28.183904+00:00,hg
picason,kucici,,403395,2012-06-24T18:25:27.099539+00:00,2008-11-07T00:54:01.180146+00:00,hg
afly,franticlion,,3092,2012-06-24T18:25:27.523494+00:00,2008-11-07T06:19:06.165653+00:00,hg
O3EasyXMLForDelphi,tooooooby,,2878482,2012-06-24T18:25:28.378083+00:00,2008-11-07T09:39:18.699247+00:00,hg
getlooks,darvid,,9769,2013-03-02T17:02:38.048065+00:00,2008-11-07T17:10:50.664351+00:00,hg
quickcheck,stepancheg,,182290,2012-06-24T18:25:31.465619+00:00,2008-11-07T18:37:05.749500+00:00,hg
depot,false,,1957806,2012-06-24T18:25:39.282050+00:00,2008-11-07T20:46:05.798561+00:00,hg
bramd.nl,bram,,37606,2012-06-24T18:25:41.719724+00:00,2008-11-08T00:57:41.599246+00:00,hg
django-tiles,springmeyer,,6600683,2012-06-24T18:25:42.983334+00:00,2008-11-08T06:16:05.505193+00:00,hg
weblocks-modern-dispatching,S11001001,,1853511,2012-06-24T18:25:56.790633+00:00,2008-11-08T16:26:02.141058+00:00,hg
dojo-integrated-docs,wolframkriesing,,75698332,2012-06-24T18:27:19.399529+00:00,2008-11-08T18:19:01.755798+00:00,hg
Python 3 Patterns & Idioms,BruceEckel,,14228600,2012-06-24T17:26:24.462416+00:00,2008-11-08T21:41:48.481341+00:00,hg
emacs.d,shoover,,15883847,2014-09-17T14:16:41.265323+00:00,2008-11-08T22:34:27.656753+00:00,hg
p3pdevel,yarko,,12986442,2011-09-16T23:17:03.748166+00:00,2008-11-09T01:31:38.833729+00:00,hg
ruffy-ng,martinbrandenburg,,11615,2012-06-24T18:27:33.447099+00:00,2008-11-09T07:06:36.894681+00:00,hg
Modulargaming,mystix,,3114,2012-06-24T18:27:34.223252+00:00,2008-11-09T09:19:53.364469+00:00,hg
p3pi-dev,zacherates,,2601820,2011-09-16T23:17:03.714502+00:00,2008-11-09T14:59:29.540461+00:00,hg
various,bgulanowski,,164067,2011-09-12T02:58:37.018352+00:00,2008-11-09T15:40:54.053650+00:00,hg
branchline,bgulanowski,,402985,2012-06-24T18:27:36.066296+00:00,2008-11-09T16:08:09.326849+00:00,hg
jwa_fedora,mediashelf,,15320401,2011-09-17T08:48:17.944365+00:00,2008-11-09T17:14:48.226382+00:00,hg
ruby_fedora,mediashelf,,1250971,2012-06-24T18:27:38.085226+00:00,2008-11-09T17:49:03.651474+00:00,hg
django-roa,david,,602615,2014-08-22T14:49:24.074989+00:00,2008-11-09T18:49:32.399982+00:00,hg
community,mazzer,,73459,2012-06-24T18:27:39.258760+00:00,2008-11-09T22:01:19.739221+00:00,hg
overlay,ursm,,32146,2012-06-24T18:27:40.226472+00:00,2008-11-10T00:50:09.785404+00:00,hg
ceg4183,zacherates,,1089709,2011-09-17T08:36:11.128817+00:00,2008-11-10T02:03:53.715216+00:00,hg
comofas,pvalente,,106805,2011-09-17T03:13:41.625853+00:00,2008-11-10T11:02:30.509996+00:00,hg
VMKit,danchr,,5257147,2012-06-24T18:27:49.406914+00:00,2008-11-10T11:48:28.724354+00:00,hg
Ravaj,ninoo,,16766,2012-06-24T18:27:58.092011+00:00,2008-11-10T18:23:42.382698+00:00,hg
Kisen,djfroofy,,530420,2012-06-24T18:27:59.611716+00:00,2008-11-10T18:32:44.001746+00:00,hg
weblocks-dev-modern-dispatching-yarek,yarek,,1853082,2012-06-24T18:28:04.094156+00:00,2008-11-10T19:05:09.149766+00:00,hg
ceg4183-devel,foobar,,883541,2011-09-17T08:36:11.151675+00:00,2008-11-10T19:48:14.844696+00:00,hg
youtube popper,dubayou,,3120,2012-06-24T18:28:05.699546+00:00,2008-11-11T01:55:04.650653+00:00,hg
texas-project,qebab,,565279,2012-06-24T18:28:06.288321+00:00,2008-11-11T06:45:19.981017+00:00,hg
testforme,takashyx,,3104,2012-06-24T18:28:06.737732+00:00,2008-11-11T08:33:53.525698+00:00,hg
og.lab,ogrisel,,380924,2012-06-24T18:28:08.018420+00:00,2008-11-11T12:00:46.373886+00:00,hg
curlpp-directory-changes,jpbarrette,,643062,2011-09-17T01:24:58.126970+00:00,2008-11-11T13:16:19.463137+00:00,hg
sealed_ptr,arche,,8673,2012-06-24T18:28:09.475699+00:00,2008-11-11T15:21:27.319474+00:00,hg
HTML_Template_IT2,mmarques,,20709,2012-06-24T18:28:10.038116+00:00,2008-11-11T17:43:45.911970+00:00,hg
referencer,kaiw,,7225700,2012-06-24T18:28:24.059646+00:00,2008-11-11T19:14:16.840533+00:00,hg
gumby,ogrisel,,2311465,2012-06-24T18:28:26.333566+00:00,2008-11-11T22:46:35.712544+00:00,hg
wtf...,sl0,,3076,2012-06-24T18:28:26.780410+00:00,2008-11-12T00:25:03.127480+00:00,hg
jet,mfichman,,128718538,2012-06-24T18:29:07.897400+00:00,2008-11-12T05:14:34.036752+00:00,hg
SageTeX,ddrake,,355138,2014-03-08T20:09:50.322422+00:00,2008-11-12T10:31:16.458370+00:00,hg
ggsiam,Phlogistique,,49630,2012-06-24T18:29:19.661306+00:00,2008-11-12T13:27:30.362179+00:00,hg
DotOutlineTree,shu,,64279,2012-07-25T03:33:21.982945+00:00,2008-11-12T13:34:32.746048+00:00,hg
usergroups,brodie,python,6392,2012-06-24T18:29:20.212114+00:00,2008-11-12T14:03:59.134169+00:00,hg
reposettings,brodie,python,17637,2011-09-08T05:13:13.450719+00:00,2008-11-12T14:05:17.278283+00:00,hg
codegen,rabbitmq,,69283,2011-09-17T07:43:19.981012+00:00,2008-11-12T14:57:47.258537+00:00,hg
dotnet-client,rabbitmq,,11986321,2011-09-17T07:51:20.492317+00:00,2008-11-12T14:58:05.155532+00:00,hg
erlang-client,rabbitmq,,916586,2011-09-17T07:48:24.984767+00:00,2008-11-12T14:58:27.263018+00:00,hg
http2,rabbitmq,,104101,2012-06-24T18:29:21.004049+00:00,2008-11-12T14:59:01.552780+00:00,hg
java-client,rabbitmq,,1745002,2012-06-24T18:29:23.461893+00:00,2008-11-12T14:59:21.345405+00:00,hg
stomp,rabbitmq,,171907,2012-06-24T18:29:25.143899+00:00,2008-11-12T14:59:33.407186+00:00,hg
xmpp,rabbitmq,,239749,2012-06-24T18:29:26.069054+00:00,2008-11-12T14:59:59.577534+00:00,hg
Modeliner,shu,,6212,2012-06-24T18:29:26.604045+00:00,2008-11-12T15:24:56.471596+00:00,hg
WinSpinEdit,tokibito,delphi,10958,2013-09-03T07:41:24.375877+00:00,2008-11-12T16:25:16.517943+00:00,hg
python-twitter,saiyr,,511378,2011-09-17T03:07:54.200248+00:00,2008-11-12T20:59:51.667887+00:00,hg
dotsbcl,nunb,,7276599,2012-06-24T18:29:44.036000+00:00,2008-11-12T22:03:00.112414+00:00,hg
elisp and emacs,nunb,,5551919,2012-06-24T18:29:47.817363+00:00,2008-11-12T22:08:55.497666+00:00,hg
ETPy,darvid,,11748,2013-03-02T17:02:30.884888+00:00,2008-11-13T00:45:35.393739+00:00,hg
Haus,luke,,109628,2012-06-24T18:29:50.850946+00:00,2008-11-13T03:47:16.873520+00:00,hg
xaql,pelletier_michel,,46080,2012-06-24T18:29:51.637717+00:00,2008-11-13T05:07:56.240259+00:00,hg
pymq,Silas,,9317,2012-06-24T18:29:52.105257+00:00,2008-11-13T08:33:19.730336+00:00,hg
ppeg,pmoore,,129238,2012-06-24T18:29:52.628731+00:00,2008-11-13T08:40:21.903563+00:00,hg
tx-django-ctrochalakis,ctrochalakis,,4678352,2012-06-24T18:30:02.787766+00:00,2008-11-13T09:50:21.918485+00:00,hg
pida-ali-sphinxdocs,aafshar,,3588212,2011-09-17T03:11:38.296426+00:00,2008-11-13T13:11:27.347332+00:00,hg
LLVM,danchr,,458272296,2012-06-24T18:33:22.867900+00:00,2008-11-13T13:37:08.000109+00:00,hg
jquery-readystate3,MiCHiLU,,7366,2012-06-24T18:33:54.762530+00:00,2008-11-13T16:19:37.960157+00:00,hg
gazpacho-bugfix,aafshar,,791049,2011-09-17T03:30:01.049464+00:00,2008-11-13T16:23:37.296217+00:00,hg
ninsh,szktty,,3032,2012-06-24T18:33:55.210574+00:00,2008-11-13T19:08:24.038767+00:00,hg
nevede,vad,,743604,2012-06-24T18:33:58.621097+00:00,2008-11-13T19:43:04.924317+00:00,hg
FAS,knepley,,71958236,2012-06-24T18:34:02.424249+00:00,2008-11-13T20:41:24.944461+00:00,hg
Maqreader,bpb,,23732,2012-06-24T18:34:03.467285+00:00,2008-11-13T23:49:20.874276+00:00,hg
yesbut,undees,,2434961,2012-06-24T18:34:04.871571+00:00,2008-11-13T23:56:16.805709+00:00,hg
BWToolkit,bwalkin,,1605563,2011-09-16T22:31:13.371514+00:00,2008-11-13T23:56:20.838262+00:00,hg
autopager,brodie,python,21956,2012-06-24T18:34:05.534619+00:00,2008-11-14T03:42:13.182049+00:00,hg
dotfiles,brodie,,1368139,2013-07-20T07:59:11.825163+00:00,2008-11-14T03:47:30.233038+00:00,hg
CSI2372,DgtHorse,,59330,2012-06-24T18:34:08.264497+00:00,2008-11-14T05:07:49.728136+00:00,hg
vcs-library,jamesni,,36358,2012-06-24T18:34:08.887903+00:00,2008-11-14T05:13:15.595217+00:00,hg
playground,hyperboreean,,1634986,2012-06-24T18:34:10.151452+00:00,2008-11-14T12:36:11.432261+00:00,hg
euler,mg,,63836,2012-08-02T01:40:03.395565+00:00,2008-11-14T12:43:13.898305+00:00,hg
pida-screen-controller,guyzmo,,3435973,2011-09-17T03:11:38.425597+00:00,2008-11-14T14:29:32.459500+00:00,hg
Yampa BulletML,horaguchi,,41526,2012-06-24T18:34:13.628749+00:00,2008-11-14T14:31:46.404845+00:00,hg
IFM,zondo,,3039590,2013-10-18T10:01:34.966865+00:00,2008-11-14T14:59:01.364917+00:00,hg
Magigas,ideogroup,,3099,2012-06-24T18:34:17.982567+00:00,2008-11-14T15:11:05.711999+00:00,hg
languageforge,jgayle,,3113,2012-06-24T18:34:18.990443+00:00,2008-11-14T18:37:41.947161+00:00,hg
TrinityCore-2.4.3,KPsN,,33034530,2011-09-17T09:24:17.537864+00:00,2008-11-14T23:19:14.897722+00:00,hg
pythonwise,tebeka,,1836183,2014-08-21T05:57:49.225191+00:00,2008-11-15T01:10:44.991317+00:00,hg
impuestos,darkrho,,653296,2012-06-24T18:34:58.103284+00:00,2008-11-15T03:31:59.129410+00:00,hg
gnome-record-screen,mitsuhiko,,351652,2012-06-24T18:34:58.865816+00:00,2008-11-15T09:18:33.131951+00:00,hg
hgswitch,jespern,,5932,2011-09-17T03:26:50.864365+00:00,2008-11-15T15:33:33.825579+00:00,hg
aggregator-dev,zacherates,,173482,2012-06-24T18:35:00.519289+00:00,2008-11-15T18:12:08.445397+00:00,hg
OldNarrativeFixture,testingreflections,,2716404,2012-06-24T18:35:03.932068+00:00,2008-11-15T19:09:52.617377+00:00,hg
pyprof2calltree,ogrisel,,21139,2012-09-22T12:30:42.803006+00:00,2008-11-15T22:04:21.623349+00:00,hg
pida-poelzi-main,poelzi,,4675668,2011-09-17T03:11:38.404043+00:00,2008-11-16T02:57:05.986338+00:00,hg
dbs,fengb,,13552,2012-06-24T18:35:04.729556+00:00,2008-11-16T04:36:01.255804+00:00,hg
AdminLog,dragondz,,1933040,2011-09-17T03:09:20.650108+00:00,2008-11-16T08:14:42.956451+00:00,hg
Moman,jpbarrette,,263279,2011-12-24T22:55:39.740238+00:00,2008-11-16T18:48:54.696077+00:00,hg
MakeGrapher,jpbarrette,,72002,2012-06-24T18:35:07.269126+00:00,2008-11-16T18:50:01.124670+00:00,hg
Eph,codethief,,302480,2012-06-24T18:35:08.516243+00:00,2008-11-16T20:23:37.426263+00:00,hg
moco,sensei,,6250025,2012-06-24T18:35:09.645819+00:00,2008-11-16T23:39:29.511908+00:00,hg
rustycog,steve918,,2002232,2012-06-24T18:35:10.625105+00:00,2008-11-16T23:58:22.170925+00:00,hg
ltchinese,lost_theory,,165921,2012-06-24T18:35:11.232395+00:00,2008-11-17T01:38:57.416689+00:00,hg
Scala Enhancements,eengbrec,,136275416,2012-06-24T18:35:40.441406+00:00,2008-11-17T02:06:08.445102+00:00,hg
tvdb-bulk-update,davels,,63177,2012-06-24T18:35:45.132710+00:00,2008-11-17T07:02:02.797917+00:00,hg
pagseglib,lucmult,,32916,2012-06-24T18:35:45.781286+00:00,2008-11-17T12:19:42.911955+00:00,hg
Avatar,propwaun,,3092,2012-06-24T18:35:46.244206+00:00,2008-11-17T14:32:37.481590+00:00,hg
fui,mentallaxative,,38245,2012-06-24T18:35:48.094051+00:00,2008-11-17T14:52:34.953219+00:00,hg
TextMate Pocoo Paste,zenom,,4960,2012-06-24T18:35:48.576430+00:00,2008-11-17T15:27:53.537324+00:00,hg
streamtar,brodie,python,211617,2012-06-24T18:35:49.502562+00:00,2008-11-17T17:19:32.027115+00:00,hg
my repo,danros,,5003,2012-05-10T13:29:57.293179+00:00,2008-11-17T17:57:04.464818+00:00,hg
PickyWiki,ianb,,2996659,2012-06-24T18:35:57.541679+00:00,2008-11-17T18:02:10.469593+00:00,hg
eti_pg_waip,imbaczek,,856401,2012-06-24T18:35:59.990172+00:00,2008-11-17T19:17:05.276673+00:00,hg
squash,patcito,,160188,2012-06-22T22:26:29.313626+00:00,2008-11-17T22:56:09.440183+00:00,hg
cncOnline,hugomatic,,3106,2012-06-24T18:36:01.194079+00:00,2008-11-17T23:52:44.169441+00:00,hg
django-nag,jokull,,43287,2012-07-24T23:07:49.421655+00:00,2008-11-18T00:31:56.901437+00:00,hg
niche-bundle-jsx,spiralhead,,17416,2012-06-24T18:36:01.787399+00:00,2008-11-18T00:44:24.077189+00:00,hg
aolserver,aolserver,,7278501,2011-09-17T05:53:09.586316+00:00,2008-11-18T03:29:03.237833+00:00,hg
aolserver-4.0.x,aolserver,,6585524,2011-09-17T05:53:09.603397+00:00,2008-11-18T03:59:57.372817+00:00,hg
naviserver,naviserver,c,11786776,2014-09-08T14:43:17.707565+00:00,2008-11-18T04:25:34.447049+00:00,hg
DigDug,galfert,,3090,2012-06-24T18:36:02.667486+00:00,2008-11-18T07:11:31.700054+00:00,hg
Games and Movies,zacherates,,3136,2012-06-24T18:36:03.415462+00:00,2008-11-18T15:10:28.893523+00:00,hg
Sandbox,kik,,3759,2012-06-24T18:36:03.876441+00:00,2008-11-18T17:16:07.452141+00:00,hg
test,maletin,,8437,2012-06-24T18:36:04.424967+00:00,2008-11-18T18:41:12.046077+00:00,hg
son_of_blub,shawnh,,35288,2012-06-24T18:36:04.963291+00:00,2008-11-18T21:17:52.481466+00:00,hg
config_files,Silas,,67445,2012-06-24T18:36:05.576981+00:00,2008-11-18T23:23:22.431892+00:00,hg
lest just 1,captainmestereo,,3131,2012-06-24T18:36:06.006390+00:00,2008-11-19T00:52:51.333174+00:00,hg
japanese-mercurial-test,tooooooby,,15028,2012-06-24T18:36:07.622757+00:00,2008-11-19T03:20:24.562264+00:00,hg
django-feedreader,tghw,,325766,2012-03-09T02:11:01.906665+00:00,2008-11-19T03:48:02.179784+00:00,hg
Pylons Ukraine,patriotyk,,8573989,2013-03-04T01:32:56.506752+00:00,2008-11-19T08:35:39.389142+00:00,hg
PoolAlloc,danchr,,3165300,2012-06-24T18:36:10.114260+00:00,2008-11-19T11:33:09.634887+00:00,hg
weblocks-dev-svg,svg,,1974447,2011-09-16T22:51:50.022104+00:00,2008-11-19T13:30:39.554781+00:00,hg
M4RI,malb,c,1589235,2014-09-13T20:30:18.266508+00:00,2008-11-19T17:54:56.858388+00:00,hg
v4l-dvb-isdb,kik,,22710315,2012-06-24T18:36:19.812476+00:00,2008-11-19T18:05:29.309642+00:00,hg
RadarDish,ddribin,,3101,2012-06-24T18:36:21.409396+00:00,2008-11-19T18:07:20.536248+00:00,hg
images,williamhsman,,503,2012-06-24T18:36:21.776068+00:00,2008-11-19T18:26:30.070720+00:00,hg
